hotel_id,room_id,name,amenities
A-22935,RA-91298,Sai Nivas - 1BHK - 206 - 201 · City view,Queen Bed|600 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom|Trash can
A-07414,RA-13350,Classic,Double Bed|100 sq.ft|2 Adults|Flat-screen TV|Attached washroom|Fan
A-56906,RA-37726,Club King Room · City view,3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan
A-25504,RA-08272,Luxury Room in Houseboat full time Ac,
A-55302,RA-64057,Superior Room,345 sq.ft|2 Guests|Blackout curtains|Flat-screen TV|Linens|Wardrobe/closet|Ironing facilities
A-89808,RA-92580,Executive Room · City view,King Bed|144 sq.ft|2 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-06457,RA-70121,Standard Twin,Twin Bed|120 sq.ft|2 Adults|Duvet|Wardrobe/closet|Blanket|Toiletries|Towels
A-25821,RA-20083,Superior room with Balcony · City view,Double Bed|200 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|WiFi access
A-05003,RA-74249,Standard Room,King Bed|160 sq.ft|2 Adults|Flat-screen TV|Linens|Blanket|Air conditioning|Toiletries
A-85340,RA-60800,"Premium, Guest room, 2 Double",Double Bed|387 sq.ft|3 Adults|Tea/coffee maker|Minibar|Duvet|Feather pillow|Air conditioning
A-74462,RA-25379,Classic Room,Double Bed|150 sq.ft|2 Adults|Fridge|Sofa|Feather pillow|TV|Air conditioning
A-92111,RA-21850,Deluxe Room · City view,Double Bed|200 sq.ft|3 Adults|Minibar|Separate living room|Sofa|Wardrobe/closet|Blanket
A-04663,RA-82825,Double,2 Guests|Air conditioning
A-37266,RA-67626,Deluxe Double or Twin,183 sq.ft|2 Guests|Fridge|Blackout curtains|Separate living room|Dining table|Linens
A-87208,RA-64892,Premium Room · City view,Double Bed|550 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Blanket|TV
A-44289,RA-98388,Suite Room · City view,Double Bed|250 sq.ft|3 Adults|Fridge|Blanket|Air conditioning|WiFi access|Water bottle
A-18005,RA-76420,Executive AC Room · City view,Double Bed|150 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-56848,RA-20806,"Deluxe Room, 1 Queen Bed",250 sq.ft|3 Adults|Coffee machine|Wardrobe/closet|TV|Ironing facilities|Air conditioning
A-69042,RA-69013,Room Assigned on Arrival,
A-51374,RA-05562,Starlight Cottage · Garden view,Double Bed|200 sq.ft|3 Adults|Blanket|TV|Toiletries|WiFi access|Water bottle|Attached washroom
A-39575,RA-08475,Suite · City view,Double Bed|288 sq.ft|3 Adults|Flat-screen TV|Blanket|Air conditioning|Towels|Cushions
A-26389,RA-75429,Family Room · City view,Double Bed|144 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Air conditioning
A-59147,RA-01975,Deluxe Double Room AC · City view,Double Bed|144 sq.ft|3 Adults|Blanket|Air conditioning|WiFi access|Water bottle|Attached washroom|Shower
A-10104,RA-24068,Deluxe Twin Room · City view,Twin Bed|132 sq.ft|2 Adults|Wardrobe/closet|Blanket|TV|Ironing facilities|Air conditioning
A-41510,RA-41019,Luxury Queen Room · City view,Queen Bed|175 sq.ft|2 Adults|Blanket|TV|Air conditioning|Attached washroom|Trash can
A-25532,RA-75682,Executive Double with AC · City view,Double Bed|160 sq.ft|3 Adults|Sofa|Blanket|TV|Toiletries|Towels
A-02842,RA-26647,Suite Room,549 sq.ft|3 Adults|Fridge|Separate living room|Wardrobe/closet|Blanket|Ironing facilities
A-73861,RA-39964,Luxury Villa · City view,Queen Bed|250 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-79140,RA-65190,Garden Deluxe,
A-46490,RA-03856,Superior Suite · City view,Double Bed|150 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Toiletries
A-22726,RA-77282,"Executive Room, 1 King Bed, Non Smoking, Garden View (Forest View) · Garden view",KingBed|344 sq.ft|3 Adults|Wine/champagne|Minibar|Blackout curtains|Wardrobe/closet|Hairdryer
A-07438,RA-32456,"Executive Room, 1 King Bed",
A-33018,RA-01489,Suite Room,Double Bed|220 sq.ft|2 Adults|Flat-screen TV|Linens|Wardrobe/closet|Wake up service|Blanket
A-46541,RA-90152,Executive Twin,Twin Bed|280 sq.ft|2 Adults|Blackout curtains|Flat-screen TV|Duvet|Linens|Wardrobe/closet
A-48328,RA-61932,Standard Room,200 sq.ft|2 Adults|Coffee machine|Fridge|Minibar|Blackout curtains|Wardrobe/closet
A-86774,RA-20668,Studio M · City view,King Bed|552 sq.ft|3 Adults|Minibar|Flat-screen TV|Sofa|Duvet|TV
A-43062,RA-72571,Deluxe Double Bedroom,1 queen bed|130 sq.ft|2 Guests|Flat-screen TV|Sofa|Linens|Wardrobe/closet|Extra long beds (> 6.5 ft)
A-25031,RA-92758,"Apartment, 2 Bedrooms · City view",KingBed|1108 sq.ft|4 Adults|Pillow menu|Wine/champagne|Coffee machine|Fridge|Minibar
A-87822,RA-28144,Queen Room · City view,Double Bed|250 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-24169,RA-33733,Standard Room,200 sq.ft|2 Guests|Tea/coffee maker|Flat-screen TV|Linens|Wardrobe/closet|Air conditioning
A-71269,RA-15749,Standard Double Room · City view,Double Bed|225 sq.ft|3 Adults|Blackout curtains|Wardrobe/closet|Blanket|TV|Air conditioning
A-19738,RA-34505,"Deluxe Double Room, City View",
A-14924,RA-65208,Triple Air Conditioning,194 sq.ft|3 Guests|Linens|TV|Air conditioning|Toiletries|Private bathroom
A-36821,RA-86002,Deluxe,Double Bed|125 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-37948,RA-62066,Deluxe Room,3 Adults|Wardrobe/closet|TV|Air conditioning|Towels|Fan|Shower
A-03422,RA-49134,"Deluxe Room, Balcony, City View",
A-22624,RA-07211,Premium Room · City view,Queen Bed|145 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|WiFi access
A-04142,RA-49767,Executive AC Bunker,Bunk Bed|100 sq.ft|3 Adults|Blanket|TV|Iron|Air conditioning|Toiletries
A-50988,RA-47409,Twin Room,
A-06552,RA-49758,Basic Double Room,
A-69400,RA-57093,Standard Room,
A-97202,RA-58250,Studio Room · City view,Double Bed|140 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-46368,RA-73782,"Premium Single Room, 1 Double Bed",
A-43643,RA-78165,Classic · City view,Double Bed|130 sq.ft|2 Adults|Air conditioning|Attached washroom|Fan|Charging points
A-39002,RA-50771,Deluxe,
A-13832,RA-59131,Standard Twin,Twin Bed|120 sq.ft|2 Adults|Duvet|Blanket|Toiletries|Towels|WiFi access
A-21573,RA-58321,Executive Room · City view,Double Bed|235 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-59039,RA-99111,Executive Room,Double Bed|195 sq.ft|3 Adults|TV|Attached washroom|First aid kit
A-90826,RA-30623,Standard Double or Twin Room with Balcony · City view,Double Bed|182 sq.ft|3 Adults|Air conditioning|Water bottle|Attached washroom|Dental kit|Trash can|Accessible by elevator
A-25495,RA-02128,Suite Room · City view,Double Bed|400 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-07697,RA-10581,Deluxe Double Room,
A-65996,RA-41656,Deluxe Room with Kitchen,
A-48437,RA-59507,Two Bedroom Suite Non Ac · City view,Double Bed|750 sq.ft|3 Adults|Fridge|Dining table|Sofa|TV|Towels
A-87208,RA-71804,Standard Room · City view,Double Bed|233 sq.ft|3 Adults|Tea/coffee maker|Minibar|Flat-screen TV|Linens|Blanket
A-00118,RA-22478,Classic Room,144 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-65172,RA-98613,Superior,
A-30517,RA-48681,Classic Triple Room,108 sq.ft|3 Guests|Linens|TV|Air conditioning|Toiletries|Towels
A-78816,RA-25955,Luxe Queen Room · City view,Queen Bed|200 sq.ft|2 Adults|Fridge|Blanket|TV|Ironing facilities|Air conditioning
A-36450,RA-22309,Basic Double Room,2 Adults|TV|Bathtub or shower|Private bathroom|Desk|Smoking policy – non-smoking available
A-27563,RA-22047,Deluxe Room · City view,Queen Bed|300 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-32648,RA-97675,DELUXE TWIN ROOM · City view,Twin Bed|200 sq.ft|2 Adults|Blanket|Air conditioning|Attached washroom
A-38935,RA-89751,Deluxe Double Room · City view,Double Bed|150 sq.ft|3 Adults|Fridge|TV|Air conditioning|Towels|Private bathroom
A-26991,RA-60367,Executive,
A-31301,RA-16971,Standard ROOM,Double Bed|144 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|WiFi access
A-30762,RA-45138,Double Executive,2153 sq.ft|2 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Ironing facilities
A-71522,RA-86768,Super Deluxe · City view,Double Bed|250 sq.ft|3 Adults|TV|Towels|Private bathroom|Shower|Desk
A-55386,RA-76092,Deluxe,539 sq.ft|6 Guests|Air conditioning
A-08340,RA-89641,"Room, 2 Twin Beds, Non Smoking · City view",TwinBed|3 Adults|Coffee machine|Fridge|Minibar|Blackout curtains|Flat-screen TV
A-91841,RA-66082,Classic Room · City view,Double Bed|97 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Towels
A-41664,RA-94976,Classic,Double Bed|130 sq.ft|3 Adults|Flat-screen TV|Blanket|Attached washroom|Fan
A-29931,RA-36998,Deluxe TWIN Rooms · City view,Double Bed|150 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-36450,RA-03115,Family Room,FullBed|6 Adults|TV|Private bathroom|Shower|Smoking policy – non-smoking available|Housekeeping - daily
A-01492,RA-66657,Standard King Room · City view,King Bed|200 sq.ft|2 Adults|TV|Air conditioning|Towels|Private bathroom|Fan
A-60980,RA-44452,Superior Double Room with AC,Double Bed|150 sq.ft|3 Adults|Blackout curtains|Wardrobe/closet|Blanket|TV|Air conditioning
A-67751,RA-33500,Deluxe,2 Adults
A-54736,RA-25637,Premium 1bhk apartment · City view,Double Bed|550 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-69809,RA-53846,Club Class Non A/c · City view,Double Bed|144 sq.ft|3 Adults|Blackout curtains|Wardrobe/closet|Blanket|TV|Ironing facilities
A-88403,RA-22353,Sunshine · City view,Queen Bed|161 sq.ft|3 Adults|Dining area|Linens|Wardrobe/closet|Wake up service|Blanket
A-54510,RA-66005,Family Room · City view,Double Bed|225 sq.ft|5 Adults|Blanket|Water bottle|Attached washroom
A-24586,RA-77133,Classic Triple Room,130 sq.ft|3 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Air conditioning
A-15916,RA-60877,Suites Rooms · City view,Double Bed|102 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Blanket|TV
A-75536,RA-30675,Deluxe AC Room with Balcony · City view,Double Bed|320 sq.ft|3 Adults|Minibar|Linens|Blanket|TV|Air conditioning
A-55026,RA-19613,Deluxe Room · City view,Double Bed|130 sq.ft|2 Adults|TV|Air conditioning|Toiletries|Towels|Separate dining area
A-68667,RA-39304,Deluxe Double Room · Landmark view,Double Bed|250 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|WiFi access
A-68095,RA-37643,Classic Triple Room,130 sq.ft|3 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Air conditioning
A-59147,RA-55380,Standard Double Non AC Room · City view,Double Bed|144 sq.ft|3 Adults|Blanket|TV|WiFi access|Attached washroom|Shower
A-16936,RA-93582,Deluxe,205 sq.ft|2 Guests|Air conditioning|LAN Internet access
A-12843,RA-37922,Classic,Double Bed|130 sq.ft|2 Adults|Flat-screen TV|Attached washroom|Fan
A-83693,RA-86385,AZURE Suite Apartment A5,
A-64875,RA-56150,Family Suite · City view,King Bed|140 sq.ft|3 Adults|Blackout curtains|Flat-screen TV|Sofa|Blanket|TV
A-26976,RA-46947,Executive Room · City view,Double Bed|300 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-27839,RA-10993,Family Room,
A-38294,RA-58016,Double or Twin Room,
A-49223,RA-88298,Deluxe Room · City view,Double Bed|256 sq.ft|3 Adults|Coffee machine|Fridge|Minibar|Dining table|Sofa
A-93367,RA-42696,Classic Double Room,
A-77230,RA-91219,Deluxe Room Non A/c,King Bed|25 sq.ft|2 Adults|Blanket|Fan|Shower
A-29259,RA-25256,Premium Queen · City view,Double Bed|100 sq.ft|3 Adults|Blanket|Ironing facilities|Water bottle|Attached washroom|Clothes rack
A-13428,RA-45745,Suite Room,
A-90379,RA-23157,Classic,Double Bed|130 sq.ft|2 Adults|Flat-screen TV|Air conditioning|Attached washroom|Fan|Charging points
A-17980,RA-84757,Executive · City view,Double Bed|144 sq.ft|2 Adults|Blanket|Air conditioning|Water bottle|Accessible by elevator
A-83654,RA-32072,Deluxe Double Room · City view,Double Bed|140 sq.ft|3 Adults|Fridge|Ironing facilities|Air conditioning|Towels|Shower
A-87878,RA-71802,Executive Room Double or Twin,King Bed|238 sq.ft|2 Adults|Blackout curtains|Blanket|TV|WiFi access|Attached washroom
A-67515,RA-98012,Family Room,
A-18462,RA-64593,Standard Twin Room,
A-21571,RA-78240,Executive Non Ac Room · City view,Double Bed|144 sq.ft|3 Adults|Fridge|TV|Air conditioning|Towels|Fan
A-90330,RA-03814,Luxury Rooms · Garden view,King Bed|144 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Housekeeping|Attached washroom
A-97296,RA-93138,1 King Bed Premium Room Non-Smoking · City view,Double Bed|100 sq.ft|3 Adults|Fridge|Blanket|TV|WiFi access|Water bottle
A-86530,RA-73325,Executive A/c Room · City view,Double Bed|180 sq.ft|2 Adults|Fridge|Sofa|TV|Air conditioning|Towels
A-55325,RA-31590,Room Assigned on Arrival,2 Guests|Fridge
A-16493,RA-55403,Classic Triple Room,130 sq.ft|3 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Air conditioning
A-14436,RA-89611,Superior Air Conditioning Rooms,
A-22726,RA-72334,"Executive Room, 2 Twin Beds (Forest View) · Garden view",TwinBed|344 sq.ft|3 Adults|Wine/champagne|Minibar|Blackout curtains|Wardrobe/closet|Hairdryer
A-21902,RA-82234,Suite,Grand King Bed|440 sq.ft|3 Adults|Blanket|TV|Toiletries|WiFi access|Water bottle
A-87816,RA-72993,"Standard Room, 2 Twin Beds (Turf View) · Garden view",205 sq.ft|2 Adults|Fridge|Wardrobe/closet|Blanket|TV|Ironing facilities
A-39716,RA-35881,Double Room,1292 sq.ft|2 Guests|Air conditioning
A-83164,RA-25842,SPOT ON NON-AC SAVER,Double Bed|130 sq.ft|2 Adults|Wardrobe/closet|TV|Towels|Fan|Shower
A-38595,RA-74970,Deluxe Double Room,
A-80720,RA-69325,Triple Studio W Bathtub,King Bed|230 sq.ft|4 Adults|Blackout curtains|Blanket|TV|Air conditioning|WiFi access
A-45742,RA-49644,Deluxe Double or Twin,210 sq.ft|2 Guests|Tea/coffee maker|Wine glasses|Blackout curtains|Flat-screen TV|Linens
A-97009,RA-01928,Executive Room Non AC · City view,Double Bed|156 sq.ft|2 Adults|TV|Towels|Private bathroom|Fan|Shower|Shampoo
A-91490,RA-21568,Deluxe Room · City view,Double Bed|180 sq.ft|3 Adults|Flat-screen TV|Linens|Air conditioning|Towels|Cushions
A-49195,RA-76070,Executive King Room · City view,Double Bed|250 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-07972,RA-33095,"Family Double Room, Balcony, City View · City view","KingBed,TwinBed|475 sq.ft|3 Adults|Coffee machine|Minibar|Dining area|Microwave|Stovetop"
A-60348,RA-18092,Standard Room · City view,Double Bed|75 sq.ft|3 Adults|Blackout curtains|Flat-screen TV|Linens|Blanket|Towels
A-94084,RA-79520,"Luxury Suite, City View · City view",KingBed|300 sq.ft|3 Adults|Private bathroom|Shower|Body soap|Shampoo|Toilet paper
A-75646,RA-09034,Classic Room,2 Guests
A-80467,RA-44734,Double Non AC Room · City view,Double Bed|225 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Toiletries|Towels
A-54134,RA-70769,Deluxe Room · City view,Double Bed|260 sq.ft|3 Adults|Tea/coffee maker|Coffee machine|Fridge|Minibar|Blackout curtains
A-56206,RA-55301,Premium Room,2 Adults|Coffee machine|Wardrobe/closet|TV|Ironing facilities|Toiletries
A-90384,RA-78817,"Basic Apartment, Balcony",
A-46195,RA-31675,Deluxe Double Room · City view,Double Bed|120 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Towels
A-51154,RA-20106,Superior Room · City view,Double Bed|240 sq.ft|3 Adults|Fridge|Blanket|TV|Air conditioning|Toiletries
A-65035,RA-80096,Deluxe Room,1346 sq.ft|2 Guests|Flat-screen TV|Linens|Air conditioning|Toiletries|Towels
A-57304,RA-06866,Classic,Double Bed|144 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom|Fan
A-55364,RA-15803,"Family Apartment, Park View · Park View",KingBed|2 Adults|Fridge|Stovetop|Toiletries|Kitchen|Private bathroom
A-27888,RA-95954,Presidential Non AC Room · City view,Double Bed|202 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-63612,RA-75471,"Standard Room, City View",
A-49623,RA-05553,Superior Deluxe Room - Twin Bed · City view,King Bed|300 sq.ft|3 Adults|Fridge|Wardrobe/closet|Blanket|TV|Air conditioning
A-22704,RA-28694,Standard Double Room · City view,Double Bed|100 sq.ft|2 Adults|Air conditioning|Toiletries|WiFi access|Water bottle|Attached washroom
A-54010,RA-94804,CLASSIC,Double Bed|130 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-87878,RA-51768,SUPERIOR ROOM,King Bed|288 sq.ft|3 Adults|Blackout curtains|Sofa|Blanket|TV|Air conditioning
A-57709,RA-18844,Deluxe Double or Twin Room,
A-18723,RA-01096,Executive Room AC,Double Bed|200 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Toiletries|Towels
A-01336,RA-78825,Deluxe Rooms · City view,Double Bed|195 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-38455,RA-32448,AC Room · City view,King Bed|120 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-81661,RA-57686,Classic,Queen Bed|100 sq.ft|2 Adults|Blackout curtains|Blanket|Air conditioning|Attached washroom|Charging points|Trash can
A-77213,RA-67708,Premier Twin Room · City view,Twin Bed|400 sq.ft|3 Adults|Fridge|Wardrobe/closet|Ironing facilities|Clothes dryer|Dental kit
A-09802,RA-40758,Suite Room · City view,Double Bed|200 sq.ft|3 Adults|Minibar|Air conditioning|Cushions|Water bottle|Housekeeping
A-15287,RA-03334,Premier Twin Room,2 Guests|Fridge|Wardrobe/closet|Dental kit|Desk|Trash can
A-43571,RA-15975,Deluxe Twin Room · City view,Twin Bed|216 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-69239,RA-52261,Club Suite · City view,Double Bed|3 Adults|Blanket|Air conditioning|Water bottle|Attached washroom|Clothes rack
A-67947,RA-57169,Deluxe Room · City view,Double Bed|150 sq.ft|3 Adults|Wardrobe/closet|TV|Air conditioning|Toiletries|Towels
A-69790,RA-72597,Standard Room · City view,Double Bed|222 sq.ft|2 Adults|Blanket|Air conditioning|Water bottle|Attached washroom|Clothes rack
A-71727,RA-85962,Deluxe Non AC,13994 sq.ft|1 Adult|Fridge|Sofa|TV|Air conditioning|Washing machine
A-57864,RA-13332,"Deluxe Studio Suite, 1 Queen Bed, Accessible, Kitchenette",
A-42311,RA-93574,Standard Double Room,
A-18723,RA-51582,Executive Room Non AC,Double Bed|200 sq.ft|3 Adults|Flat-screen TV|Wardrobe/closet|Blanket|TV|Toiletries
A-84481,RA-25010,Executive Suite,Queen Bed|350 sq.ft|4 Adults|Wardrobe/closet|Blanket|Ironing facilities|Air conditioning|WiFi access
A-04142,RA-84623,Deluxe AC Bunker,Bunk Bed|100 sq.ft|3 Adults|Blanket|TV|Iron|Air conditioning|Toiletries
A-80457,RA-88293,Executive Suite · City view,Queen Bed|168 sq.ft|3 Adults|Air conditioning|Towels|Private bathroom|Shower|Conditioner
A-66122,RA-95048,Executive · Golf view,Triple Bed|250 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Blanket|TV
A-84144,RA-83048,Double Deluxe,200 sq.ft|2 Guests
A-78529,RA-56237,Superior Twin Room · City view,Twin Bed|185 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom
A-73893,RA-73821,Deluxe Non AC Room,Double Bed|160 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-07067,RA-24039,Deluxe Room,Double Bed|150 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-70230,RA-93193,Superior Room · City view,Double Bed|310 sq.ft|3 Adults|Minibar|Blackout curtains|Wardrobe/closet|Blanket|TV
A-75219,RA-87913,Two-Bedroom Apartment With Kitchen,Double Bed|300 sq.ft|6 Adults|Blanket|TV|Toiletries|WiFi access|Water bottle
A-23894,RA-36643,"Junior Suite, Club lounge access, Junior Suite, 1 King",King Bed|807 sq.ft|3 Adults|Tea/coffee maker|Minibar|Duvet|Feather pillow|Streaming services
A-06027,RA-99829,5-Bedroom Apartment,
A-26389,RA-92983,Non AC Standard Room · City view,Double Bed|120 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Blanket|TV
A-15329,RA-79263,Comfort Double Room,
A-20527,RA-34308,Standard Room · City view,Double Bed|120 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom|Fan
A-21852,RA-00582,Executive King Room,
A-79140,RA-25994,Deluxe Double Room with Shower,
A-69127,RA-62908,Executive Triple Room A/C · City view,Triple Bed|330 sq.ft|4 Adults|Fridge|Sofa|Wardrobe/closet|Blanket|TV
A-91931,RA-79697,Family room - Double bed with single bed · City view,Double Bed|400 sq.ft|3 Adults|Linens|Blanket|TV|Air conditioning|Towels
A-48328,RA-14641,1 Queen Three Bay Suite,679 sq.ft|1 Adult|Fridge|Blackout curtains|Wardrobe/closet|TV|Ironing facilities
A-35072,RA-34654,Classic Room,Double Bed|130 sq.ft|2 Adults|Fridge|Blanket|TV|Ironing facilities|Air conditioning
A-92314,RA-02542,Premium Room Twin Bed · Grounds,Twin Bed|301 sq.ft|2 Adults|Fridge|Minibar|Blackout curtains|Flat-screen TV|Duvet
A-48328,RA-97755,"Suite, 1 Queen Bed, Balcony",440 sq.ft|2 Adults|Coffee machine|Fridge|Minibar|Blackout curtains|Dining area
